"","cluster_id","sample_id","group_id"
"cell2623","CD4 T cells","ctrl101.A","A"
"cell2624","CD4 T cells","ctrl101.B","B"
"cell2625","CD14+ Monocytes","ctrl101.A","A"
"cell2626","CD4 T cells","ctrl101.A","A"
"cell2627","CD4 T cells","ctrl101.A","A"
"cell2628","CD4 T cells","ctrl101.A","A"
"cell2629","CD4 T cells","ctrl101.A","A"
"cell2630","CD4 T cells","ctrl107.B","B"
"cell2631","CD4 T cells","ctrl107.B","B"
"cell2632","CD4 T cells","ctrl101.B","B"
"cell2633","CD4 T cells","ctrl101.A","A"
"cell2634","CD14+ Monocytes","ctrl101.A","A"
"cell2635","CD4 T cells","ctrl101.A","A"
"cell2636","CD14+ Monocytes","ctrl101.A","A"
"cell2637","CD4 T cells","ctrl101.A","A"
"cell2638","CD14+ Monocytes","ctrl101.B","B"
"cell2639","CD4 T cells","ctrl107.A","A"
"cell2640","CD14+ Monocytes","ctrl101.A","A"
"cell2641","CD14+ Monocytes","ctrl101.A","A"
"cell2642","CD4 T cells","ctrl101.A","A"
"cell2643","CD4 T cells","ctrl101.A","A"
"cell2644","CD4 T cells","ctrl101.A","A"
"cell2645","CD4 T cells","ctrl101.B","B"
"cell2646","CD4 T cells","ctrl101.A","A"
"cell2647","CD4 T cells","ctrl101.A","A"
"cell2648","CD14+ Monocytes","ctrl101.A","A"
"cell2649","CD4 T cells","ctrl101.A","A"
"cell2650","CD4 T cells","ctrl101.A","A"
"cell2651","CD14+ Monocytes","ctrl101.A","A"
"cell2652","CD4 T cells","ctrl101.A","A"
"cell2653","CD14+ Monocytes","ctrl101.A","A"
"cell2654","CD14+ Monocytes","ctrl101.A","A"
"cell2655","CD4 T cells","ctrl107.A","A"
"cell2656","CD14+ Monocytes","ctrl101.A","A"
"cell2657","CD14+ Monocytes","ctrl101.A","A"
"cell2658","CD14+ Monocytes","ctrl101.A","A"
"cell2659","CD4 T cells","ctrl107.A","A"
"cell2660","CD14+ Monocytes","ctrl107.A","A"
"cell2661","CD14+ Monocytes","ctrl107.A","A"
"cell2662","CD4 T cells","ctrl101.B","B"
"cell2663","CD14+ Monocytes","ctrl101.A","A"
"cell2664","CD14+ Monocytes","ctrl101.A","A"
"cell2665","CD4 T cells","ctrl101.B","B"
"cell2666","CD4 T cells","ctrl101.A","A"
"cell2667","CD14+ Monocytes","ctrl101.A","A"
"cell2668","CD14+ Monocytes","ctrl101.A","A"
"cell2669","CD14+ Monocytes","ctrl101.A","A"
"cell2670","CD4 T cells","ctrl101.A","A"
"cell2671","CD4 T cells","ctrl101.A","A"
"cell2672","CD14+ Monocytes","ctrl101.B","B"
"cell2673","CD14+ Monocytes","ctrl101.A","A"
"cell2674","CD14+ Monocytes","ctrl101.A","A"
"cell2675","CD4 T cells","ctrl101.A","A"
"cell2676","CD4 T cells","ctrl101.A","A"
"cell2677","CD4 T cells","ctrl107.A","A"
"cell2678","CD14+ Monocytes","ctrl107.B","B"
"cell2679","CD14+ Monocytes","ctrl101.B","B"
"cell2680","CD4 T cells","ctrl101.A","A"
"cell2681","CD14+ Monocytes","ctrl101.A","A"
"cell2682","CD14+ Monocytes","ctrl101.B","B"
"cell2683","CD14+ Monocytes","ctrl101.A","A"
"cell2684","CD14+ Monocytes","ctrl101.B","B"
"cell2685","CD14+ Monocytes","ctrl101.A","A"
"cell2686","CD14+ Monocytes","ctrl101.A","A"
"cell2687","CD14+ Monocytes","ctrl101.A","A"
"cell2688","CD14+ Monocytes","ctrl101.A","A"
"cell2689","CD4 T cells","ctrl101.A","A"
"cell2690","CD14+ Monocytes","ctrl101.A","A"
"cell2691","CD14+ Monocytes","ctrl101.A","A"
"cell2692","CD14+ Monocytes","ctrl101.A","A"
"cell2693","CD14+ Monocytes","ctrl101.B","B"
"cell2694","CD4 T cells","ctrl107.A","A"
"cell2695","CD4 T cells","ctrl101.A","A"
"cell2696","CD4 T cells","ctrl101.A","A"
"cell2697","CD4 T cells","ctrl101.A","A"
"cell2698","CD14+ Monocytes","ctrl101.A","A"
"cell2699","CD4 T cells","ctrl107.A","A"
"cell2700","CD14+ Monocytes","ctrl101.A","A"
"cell2701","CD4 T cells","ctrl101.A","A"
"cell2702","CD4 T cells","ctrl101.A","A"
"cell2703","CD14+ Monocytes","ctrl101.A","A"
"cell2704","CD14+ Monocytes","ctrl101.A","A"
"cell2705","CD4 T cells","ctrl101.A","A"
"cell2706","CD14+ Monocytes","ctrl101.A","A"
"cell2707","CD4 T cells","ctrl101.A","A"
"cell2708","CD14+ Monocytes","ctrl107.A","A"
"cell2709","CD4 T cells","ctrl101.A","A"
"cell2710","CD14+ Monocytes","ctrl101.A","A"
"cell2711","CD4 T cells","ctrl101.A","A"
"cell2712","CD14+ Monocytes","ctrl101.A","A"
"cell2713","CD4 T cells","ctrl101.A","A"
"cell2714","CD4 T cells","ctrl101.A","A"
"cell2715","CD14+ Monocytes","ctrl101.A","A"
"cell2716","CD14+ Monocytes","ctrl101.A","A"
"cell2717","CD4 T cells","ctrl101.A","A"
"cell2718","CD14+ Monocytes","ctrl101.A","A"
"cell2719","CD14+ Monocytes","ctrl101.A","A"
"cell2720","CD4 T cells","ctrl107.A","A"
"cell2721","CD14+ Monocytes","ctrl101.A","A"
"cell2722","CD4 T cells","ctrl101.A","A"
"cell2723","CD14+ Monocytes","ctrl101.A","A"
"cell2724","CD4 T cells","ctrl101.A","A"
"cell2725","CD14+ Monocytes","ctrl101.A","A"
"cell2726","CD4 T cells","ctrl101.A","A"
"cell2727","CD4 T cells","ctrl101.A","A"
"cell2728","CD14+ Monocytes","ctrl101.A","A"
"cell2729","CD14+ Monocytes","ctrl101.A","A"
"cell2730","CD14+ Monocytes","ctrl101.B","B"
"cell2731","CD14+ Monocytes","ctrl101.A","A"
"cell2732","CD4 T cells","ctrl107.A","A"
"cell2733","CD14+ Monocytes","ctrl101.A","A"
"cell2734","CD4 T cells","ctrl101.A","A"
"cell2735","CD14+ Monocytes","ctrl101.A","A"
"cell2736","CD4 T cells","ctrl101.A","A"
"cell2737","CD4 T cells","ctrl101.A","A"
"cell2738","CD14+ Monocytes","ctrl101.A","A"
"cell2739","CD14+ Monocytes","ctrl107.A","A"
"cell2740","CD4 T cells","ctrl101.A","A"
"cell2741","CD4 T cells","ctrl101.B","B"
"cell2742","CD14+ Monocytes","ctrl101.A","A"
"cell2743","CD4 T cells","ctrl101.A","A"
"cell2744","CD4 T cells","ctrl101.B","B"
"cell2745","CD4 T cells","ctrl101.A","A"
"cell2746","CD14+ Monocytes","ctrl107.A","A"
"cell2747","CD14+ Monocytes","ctrl107.A","A"
"cell2748","CD14+ Monocytes","ctrl101.A","A"
"cell2749","CD14+ Monocytes","ctrl101.A","A"
"cell2750","CD14+ Monocytes","ctrl101.A","A"
"cell2751","CD14+ Monocytes","ctrl107.A","A"
"cell2752","CD4 T cells","ctrl107.B","B"
"cell2753","CD4 T cells","ctrl101.A","A"
"cell2754","CD4 T cells","ctrl101.B","B"
"cell2755","CD4 T cells","ctrl101.A","A"
"cell2756","CD4 T cells","ctrl107.B","B"
"cell2757","CD14+ Monocytes","ctrl101.A","A"
"cell2758","CD14+ Monocytes","ctrl101.A","A"
"cell2759","CD14+ Monocytes","ctrl101.A","A"
"cell2760","CD14+ Monocytes","ctrl101.A","A"
"cell2761","CD4 T cells","ctrl107.A","A"
"cell2762","CD4 T cells","ctrl101.A","A"
"cell2763","CD4 T cells","ctrl101.A","A"
"cell2764","CD14+ Monocytes","ctrl101.A","A"
"cell2765","CD4 T cells","ctrl101.A","A"
"cell2766","CD4 T cells","ctrl101.A","A"
"cell2767","CD14+ Monocytes","ctrl101.A","A"
"cell2768","CD4 T cells","ctrl107.B","B"
"cell2769","CD14+ Monocytes","ctrl107.A","A"
"cell2770","CD4 T cells","ctrl101.A","A"
"cell2771","CD4 T cells","ctrl101.A","A"
"cell2772","CD14+ Monocytes","ctrl101.A","A"
"cell2773","CD14+ Monocytes","ctrl107.A","A"
"cell2774","CD14+ Monocytes","ctrl101.A","A"
"cell2775","CD4 T cells","ctrl101.A","A"
"cell2776","CD4 T cells","ctrl101.A","A"
"cell2777","CD4 T cells","ctrl101.B","B"
"cell2778","CD14+ Monocytes","ctrl101.A","A"
"cell2779","CD14+ Monocytes","ctrl101.A","A"
"cell2780","CD14+ Monocytes","ctrl107.A","A"
"cell2781","CD4 T cells","ctrl101.B","B"
"cell2782","CD14+ Monocytes","ctrl101.A","A"
"cell2783","CD4 T cells","ctrl101.A","A"
"cell2784","CD14+ Monocytes","ctrl101.A","A"
"cell2785","CD4 T cells","ctrl101.A","A"
"cell2786","CD4 T cells","ctrl101.A","A"
"cell2787","CD14+ Monocytes","ctrl101.A","A"
"cell2788","CD4 T cells","ctrl101.A","A"
"cell2789","CD4 T cells","ctrl101.A","A"
"cell2790","CD14+ Monocytes","ctrl101.A","A"
"cell2791","CD14+ Monocytes","ctrl101.A","A"
"cell2792","CD4 T cells","ctrl101.B","B"
"cell2793","CD14+ Monocytes","ctrl101.A","A"
"cell2794","CD4 T cells","ctrl101.A","A"
"cell2795","CD14+ Monocytes","ctrl101.A","A"
"cell2796","CD14+ Monocytes","ctrl101.A","A"
"cell2797","CD14+ Monocytes","ctrl101.A","A"
"cell2798","CD14+ Monocytes","ctrl101.A","A"
"cell2799","CD4 T cells","ctrl101.A","A"
"cell2800","CD4 T cells","ctrl101.A","A"
"cell2801","CD14+ Monocytes","ctrl101.A","A"
"cell2802","CD14+ Monocytes","ctrl101.A","A"
"cell2803","CD4 T cells","ctrl101.A","A"
"cell2804","CD14+ Monocytes","ctrl101.A","A"
"cell2805","CD4 T cells","ctrl101.A","A"
"cell2806","CD14+ Monocytes","ctrl101.A","A"
"cell2807","CD14+ Monocytes","ctrl101.A","A"
"cell2808","CD4 T cells","ctrl101.A","A"
"cell2809","CD14+ Monocytes","ctrl101.A","A"
"cell2810","CD14+ Monocytes","ctrl101.A","A"
"cell2811","CD4 T cells","ctrl101.A","A"
"cell2812","CD4 T cells","ctrl101.A","A"
"cell2813","CD4 T cells","ctrl101.A","A"
"cell2814","CD14+ Monocytes","ctrl101.A","A"
"cell2815","CD14+ Monocytes","ctrl101.A","A"
"cell2816","CD4 T cells","ctrl101.A","A"
"cell2817","CD14+ Monocytes","ctrl107.A","A"
"cell2818","CD14+ Monocytes","ctrl101.B","B"
"cell2819","CD14+ Monocytes","ctrl107.A","A"
"cell2820","CD14+ Monocytes","ctrl101.A","A"
"cell2821","CD14+ Monocytes","ctrl101.A","A"
"cell2822","CD14+ Monocytes","ctrl101.A","A"
"cell2823","CD14+ Monocytes","ctrl101.A","A"
"cell2824","CD14+ Monocytes","ctrl101.A","A"
"cell2825","CD4 T cells","ctrl101.A","A"
"cell2826","CD4 T cells","ctrl101.B","B"
"cell2827","CD14+ Monocytes","ctrl107.A","A"
"cell2828","CD14+ Monocytes","ctrl101.A","A"
"cell2829","CD14+ Monocytes","ctrl101.A","A"
"cell2830","CD14+ Monocytes","ctrl101.A","A"
"cell2831","CD14+ Monocytes","ctrl101.A","A"
"cell2832","CD4 T cells","ctrl101.A","A"
"cell2833","CD14+ Monocytes","ctrl107.A","A"
"cell2834","CD4 T cells","ctrl107.A","A"
"cell2835","CD4 T cells","ctrl101.A","A"
"cell2836","CD14+ Monocytes","ctrl101.A","A"
"cell2837","CD4 T cells","ctrl107.A","A"
"cell2838","CD14+ Monocytes","ctrl101.A","A"
"cell2839","CD14+ Monocytes","ctrl101.A","A"
"cell2840","CD14+ Monocytes","ctrl101.A","A"
"cell2841","CD14+ Monocytes","ctrl101.A","A"
"cell2842","CD4 T cells","ctrl101.A","A"
"cell2843","CD4 T cells","ctrl101.A","A"
"cell2844","CD4 T cells","ctrl101.A","A"
"cell2845","CD14+ Monocytes","ctrl101.A","A"
"cell2846","CD14+ Monocytes","ctrl107.A","A"
"cell2847","CD4 T cells","ctrl107.B","B"
"cell2848","CD4 T cells","ctrl107.A","A"
"cell2849","CD14+ Monocytes","ctrl101.A","A"
"cell2850","CD14+ Monocytes","ctrl101.A","A"
"cell2851","CD4 T cells","ctrl101.A","A"
"cell2852","CD14+ Monocytes","ctrl101.B","B"
"cell2853","CD14+ Monocytes","ctrl101.A","A"
"cell2854","CD14+ Monocytes","ctrl101.A","A"
"cell2855","CD14+ Monocytes","ctrl101.A","A"
"cell2856","CD14+ Monocytes","ctrl101.A","A"
"cell2857","CD4 T cells","ctrl101.A","A"
"cell2858","CD14+ Monocytes","ctrl101.A","A"
"cell2859","CD4 T cells","ctrl101.A","A"
"cell2860","CD14+ Monocytes","ctrl107.A","A"
"cell2861","CD14+ Monocytes","ctrl101.A","A"
"cell2862","CD4 T cells","ctrl101.A","A"
"cell2863","CD14+ Monocytes","ctrl101.A","A"
"cell2864","CD14+ Monocytes","ctrl101.A","A"
"cell2865","CD4 T cells","ctrl101.A","A"
"cell2866","CD14+ Monocytes","ctrl101.A","A"
"cell2867","CD14+ Monocytes","ctrl101.A","A"
"cell2868","CD14+ Monocytes","ctrl101.A","A"
"cell2869","CD4 T cells","ctrl101.A","A"
"cell2870","CD14+ Monocytes","ctrl107.A","A"
"cell2871","CD14+ Monocytes","ctrl101.A","A"
"cell2872","CD4 T cells","ctrl101.A","A"
"cell2873","CD4 T cells","ctrl101.B","B"
"cell2874","CD14+ Monocytes","ctrl101.A","A"
"cell2875","CD14+ Monocytes","ctrl101.A","A"
"cell2876","CD4 T cells","ctrl107.A","A"
"cell2877","CD4 T cells","ctrl101.B","B"
"cell2878","CD14+ Monocytes","ctrl101.B","B"
"cell2879","CD14+ Monocytes","ctrl101.B","B"
"cell2880","CD14+ Monocytes","ctrl101.A","A"
"cell2881","CD4 T cells","ctrl101.A","A"
"cell2882","CD14+ Monocytes","ctrl101.A","A"
"cell2883","CD14+ Monocytes","ctrl101.B","B"
"cell2884","CD14+ Monocytes","ctrl101.A","A"
"cell2885","CD14+ Monocytes","ctrl101.B","B"
"cell2886","CD14+ Monocytes","ctrl101.A","A"
"cell2887","CD4 T cells","ctrl101.B","B"
"cell2888","CD14+ Monocytes","ctrl101.A","A"
"cell2889","CD4 T cells","ctrl107.B","B"
"cell2890","CD4 T cells","ctrl101.A","A"
"cell2891","CD4 T cells","ctrl101.A","A"
"cell2892","CD4 T cells","ctrl101.B","B"
"cell2893","CD4 T cells","ctrl101.A","A"
"cell2894","CD14+ Monocytes","ctrl101.A","A"
"cell2895","CD14+ Monocytes","ctrl101.A","A"
"cell2896","CD4 T cells","ctrl101.A","A"
"cell2897","CD4 T cells","ctrl101.A","A"
"cell2898","CD4 T cells","ctrl107.A","A"
"cell2899","CD14+ Monocytes","ctrl101.A","A"
"cell2900","CD14+ Monocytes","ctrl101.B","B"
"cell2901","CD14+ Monocytes","ctrl101.A","A"
"cell2902","CD4 T cells","ctrl101.A","A"
"cell2903","CD4 T cells","ctrl101.A","A"
"cell2904","CD14+ Monocytes","ctrl101.A","A"
"cell2905","CD14+ Monocytes","ctrl107.A","A"
"cell2906","CD4 T cells","ctrl101.A","A"
"cell2907","CD14+ Monocytes","ctrl101.A","A"
"cell2908","CD14+ Monocytes","ctrl107.B","B"
"cell2909","CD4 T cells","ctrl101.A","A"
"cell2910","CD4 T cells","ctrl101.A","A"
"cell2911","CD4 T cells","ctrl101.A","A"
"cell2912","CD4 T cells","ctrl101.A","A"
"cell2913","CD4 T cells","ctrl101.A","A"
"cell2914","CD4 T cells","ctrl101.A","A"
"cell2915","CD14+ Monocytes","ctrl101.B","B"
"cell2916","CD4 T cells","ctrl101.A","A"
"cell2917","CD14+ Monocytes","ctrl101.A","A"
"cell2918","CD4 T cells","ctrl101.A","A"
"cell2919","CD14+ Monocytes","ctrl101.A","A"
"cell2920","CD4 T cells","ctrl101.A","A"
"cell2921","CD4 T cells","ctrl101.A","A"
"cell2922","CD4 T cells","ctrl101.A","A"
"cell2923","CD4 T cells","ctrl101.A","A"
"cell2924","CD14+ Monocytes","ctrl101.A","A"
"cell2925","CD4 T cells","ctrl101.B","B"
"cell2926","CD4 T cells","ctrl101.A","A"
"cell2927","CD14+ Monocytes","ctrl101.A","A"
"cell2928","CD14+ Monocytes","ctrl101.A","A"
"cell2929","CD4 T cells","ctrl101.A","A"
"cell2930","CD4 T cells","ctrl101.A","A"
"cell2931","CD14+ Monocytes","ctrl101.A","A"
"cell2932","CD14+ Monocytes","ctrl101.A","A"
"cell2933","CD14+ Monocytes","ctrl101.A","A"
"cell2934","CD4 T cells","ctrl101.A","A"
"cell2935","CD14+ Monocytes","ctrl101.A","A"
"cell2936","CD14+ Monocytes","ctrl101.B","B"
"cell2937","CD4 T cells","ctrl101.A","A"
"cell2938","CD4 T cells","ctrl101.A","A"
"cell2939","CD14+ Monocytes","ctrl101.A","A"
"cell2940","CD14+ Monocytes","ctrl101.A","A"
"cell2941","CD14+ Monocytes","ctrl101.A","A"
"cell2942","CD4 T cells","ctrl101.A","A"
"cell2943","CD4 T cells","ctrl101.A","A"
"cell2944","CD14+ Monocytes","ctrl101.A","A"
"cell2945","CD4 T cells","ctrl101.A","A"
"cell2946","CD4 T cells","ctrl107.A","A"
"cell2947","CD14+ Monocytes","ctrl101.A","A"
"cell2948","CD4 T cells","ctrl101.A","A"
"cell2949","CD14+ Monocytes","ctrl101.A","A"
"cell2950","CD14+ Monocytes","ctrl101.B","B"
"cell2951","CD4 T cells","ctrl101.A","A"
"cell2952","CD14+ Monocytes","ctrl101.A","A"
"cell2953","CD4 T cells","ctrl101.A","A"
"cell2954","CD14+ Monocytes","ctrl101.A","A"
"cell2955","CD4 T cells","ctrl101.A","A"
"cell2956","CD14+ Monocytes","ctrl101.A","A"
"cell2957","CD4 T cells","ctrl101.A","A"
"cell2958","CD4 T cells","ctrl101.A","A"
"cell2959","CD14+ Monocytes","ctrl101.A","A"
"cell2960","CD14+ Monocytes","ctrl101.A","A"
"cell2961","CD14+ Monocytes","ctrl101.A","A"
"cell2962","CD14+ Monocytes","ctrl101.A","A"
"cell2963","CD4 T cells","ctrl101.A","A"
"cell2964","CD14+ Monocytes","ctrl101.A","A"
"cell2965","CD14+ Monocytes","ctrl101.A","A"
"cell2966","CD14+ Monocytes","ctrl101.A","A"
"cell2967","CD4 T cells","ctrl101.A","A"
"cell2968","CD14+ Monocytes","ctrl101.A","A"
"cell2969","CD4 T cells","ctrl101.A","A"
"cell2970","CD4 T cells","ctrl107.A","A"
"cell2971","CD14+ Monocytes","ctrl101.B","B"
"cell2972","CD4 T cells","ctrl101.A","A"
"cell2973","CD4 T cells","ctrl101.A","A"
"cell2974","CD4 T cells","ctrl101.A","A"
"cell2975","CD14+ Monocytes","ctrl101.A","A"
"cell2976","CD4 T cells","ctrl101.A","A"
"cell2977","CD4 T cells","ctrl101.A","A"
"cell2978","CD4 T cells","ctrl101.A","A"
"cell2979","CD14+ Monocytes","ctrl101.A","A"
"cell2980","CD4 T cells","ctrl101.A","A"
"cell2981","CD4 T cells","ctrl101.A","A"
"cell2982","CD14+ Monocytes","ctrl101.A","A"
"cell2983","CD14+ Monocytes","ctrl101.A","A"
"cell2984","CD14+ Monocytes","ctrl101.B","B"
"cell2985","CD4 T cells","ctrl101.A","A"
"cell2986","CD4 T cells","ctrl101.A","A"
"cell2987","CD4 T cells","ctrl107.A","A"
"cell2988","CD4 T cells","ctrl101.A","A"
"cell2989","CD14+ Monocytes","ctrl101.A","A"
"cell2990","CD4 T cells","ctrl101.A","A"
"cell2991","CD4 T cells","ctrl101.B","B"
"cell2992","CD4 T cells","ctrl101.A","A"
"cell2993","CD14+ Monocytes","ctrl107.A","A"
"cell2994","CD14+ Monocytes","ctrl101.A","A"
"cell2995","CD4 T cells","ctrl101.A","A"
"cell2996","CD14+ Monocytes","ctrl101.B","B"
"cell2997","CD4 T cells","ctrl101.A","A"
"cell2998","CD4 T cells","ctrl101.A","A"
"cell2999","CD14+ Monocytes","ctrl101.A","A"
"cell3000","CD4 T cells","ctrl101.A","A"
"cell3001","CD4 T cells","ctrl107.A","A"
"cell3002","CD14+ Monocytes","ctrl101.A","A"
"cell3003","CD4 T cells","ctrl101.A","A"
"cell3004","CD4 T cells","ctrl101.A","A"
"cell3005","CD14+ Monocytes","ctrl101.A","A"
"cell3006","CD14+ Monocytes","ctrl101.A","A"
"cell3007","CD4 T cells","ctrl101.A","A"
"cell3008","CD4 T cells","ctrl101.A","A"
"cell3009","CD14+ Monocytes","ctrl101.A","A"
"cell3010","CD4 T cells","ctrl101.A","A"
"cell3011","CD4 T cells","ctrl101.A","A"
"cell3012","CD4 T cells","ctrl101.A","A"
"cell3013","CD4 T cells","ctrl101.A","A"
"cell3014","CD4 T cells","ctrl101.A","A"
"cell3015","CD4 T cells","ctrl101.A","A"
"cell3016","CD14+ Monocytes","ctrl101.A","A"
"cell3017","CD14+ Monocytes","ctrl101.A","A"
"cell3018","CD4 T cells","ctrl101.A","A"
"cell3019","CD4 T cells","ctrl107.B","B"
"cell3020","CD14+ Monocytes","ctrl101.A","A"
"cell3021","CD4 T cells","ctrl101.A","A"
"cell3022","CD4 T cells","ctrl101.A","A"
"cell3023","CD14+ Monocytes","ctrl101.A","A"
"cell3024","CD4 T cells","ctrl101.A","A"
"cell3025","CD14+ Monocytes","ctrl101.A","A"
"cell3026","CD14+ Monocytes","ctrl101.A","A"
"cell3027","CD14+ Monocytes","ctrl101.A","A"
"cell3028","CD4 T cells","ctrl101.B","B"
"cell3029","CD14+ Monocytes","ctrl101.A","A"
"cell3030","CD4 T cells","ctrl101.A","A"
"cell3031","CD14+ Monocytes","ctrl101.A","A"
"cell3032","CD4 T cells","ctrl101.A","A"
"cell3033","CD14+ Monocytes","ctrl101.A","A"
"cell3034","CD4 T cells","ctrl101.A","A"
"cell3035","CD4 T cells","ctrl101.A","A"
"cell3036","CD14+ Monocytes","ctrl101.B","B"
"cell3037","CD14+ Monocytes","ctrl101.A","A"
"cell3038","CD4 T cells","ctrl101.A","A"
"cell3039","CD4 T cells","ctrl101.A","A"
"cell3040","CD4 T cells","ctrl101.B","B"
"cell3041","CD4 T cells","ctrl107.A","A"
"cell3042","CD4 T cells","ctrl101.A","A"
"cell3043","CD4 T cells","ctrl101.A","A"
"cell3044","CD14+ Monocytes","ctrl101.A","A"
"cell3045","CD14+ Monocytes","ctrl101.B","B"
"cell3046","CD14+ Monocytes","ctrl101.A","A"
"cell3047","CD4 T cells","ctrl107.A","A"
"cell3048","CD14+ Monocytes","ctrl107.A","A"
"cell3049","CD14+ Monocytes","ctrl101.A","A"
"cell3050","CD14+ Monocytes","ctrl101.B","B"
"cell3051","CD4 T cells","ctrl101.A","A"
"cell3052","CD4 T cells","ctrl101.B","B"
"cell3053","CD14+ Monocytes","ctrl101.A","A"
"cell3054","CD4 T cells","ctrl107.A","A"
"cell3055","CD14+ Monocytes","ctrl101.A","A"
"cell3056","CD14+ Monocytes","ctrl101.A","A"
"cell3057","CD14+ Monocytes","ctrl101.A","A"
"cell3058","CD14+ Monocytes","ctrl101.A","A"
"cell3059","CD4 T cells","ctrl101.B","B"
"cell3060","CD4 T cells","ctrl101.A","A"
"cell3061","CD14+ Monocytes","ctrl101.A","A"
"cell3062","CD4 T cells","ctrl101.A","A"
"cell3063","CD4 T cells","ctrl107.A","A"
"cell3064","CD14+ Monocytes","ctrl101.A","A"
"cell3065","CD4 T cells","ctrl101.A","A"
"cell3066","CD4 T cells","ctrl101.A","A"
"cell3067","CD4 T cells","ctrl101.A","A"
"cell3068","CD14+ Monocytes","ctrl101.A","A"
"cell3069","CD4 T cells","ctrl107.A","A"
"cell3070","CD14+ Monocytes","ctrl101.A","A"
"cell3071","CD4 T cells","ctrl101.A","A"
"cell3072","CD14+ Monocytes","ctrl107.A","A"
"cell3073","CD14+ Monocytes","ctrl101.A","A"
"cell3074","CD14+ Monocytes","ctrl101.A","A"
"cell3075","CD4 T cells","ctrl101.A","A"
"cell3076","CD14+ Monocytes","ctrl101.A","A"
"cell3077","CD14+ Monocytes","ctrl107.B","B"
"cell3078","CD4 T cells","ctrl101.A","A"
"cell3079","CD14+ Monocytes","ctrl101.A","A"
"cell3080","CD4 T cells","ctrl101.A","A"
"cell3081","CD14+ Monocytes","ctrl101.A","A"
"cell3082","CD14+ Monocytes","ctrl101.A","A"
"cell3083","CD4 T cells","ctrl101.A","A"
"cell3084","CD4 T cells","ctrl101.A","A"
"cell3085","CD4 T cells","ctrl101.A","A"
"cell3086","CD4 T cells","ctrl101.A","A"
"cell3087","CD14+ Monocytes","ctrl101.A","A"
"cell3088","CD4 T cells","ctrl101.A","A"
"cell3089","CD14+ Monocytes","ctrl101.A","A"
"cell3090","CD4 T cells","ctrl101.A","A"
"cell3091","CD4 T cells","ctrl101.A","A"
"cell3092","CD4 T cells","ctrl101.A","A"
"cell3093","CD14+ Monocytes","ctrl101.A","A"
"cell3094","CD4 T cells","ctrl101.A","A"
"cell3095","CD14+ Monocytes","ctrl101.A","A"
"cell3096","CD4 T cells","ctrl107.A","A"
"cell3097","CD4 T cells","ctrl107.A","A"
"cell3098","CD14+ Monocytes","ctrl101.A","A"
"cell3099","CD14+ Monocytes","ctrl101.A","A"
"cell3100","CD14+ Monocytes","ctrl101.A","A"
"cell3101","CD14+ Monocytes","ctrl101.B","B"
"cell3102","CD4 T cells","ctrl101.A","A"
"cell3103","CD14+ Monocytes","ctrl101.A","A"
"cell3104","CD14+ Monocytes","ctrl101.A","A"
"cell3105","CD14+ Monocytes","ctrl107.A","A"
"cell3106","CD14+ Monocytes","ctrl101.A","A"
"cell3107","CD14+ Monocytes","ctrl101.A","A"
"cell3108","CD4 T cells","ctrl101.A","A"
"cell3109","CD4 T cells","ctrl101.A","A"
"cell3110","CD4 T cells","ctrl101.A","A"
"cell3111","CD14+ Monocytes","ctrl101.A","A"
"cell3112","CD14+ Monocytes","ctrl101.A","A"
"cell3113","CD14+ Monocytes","ctrl101.A","A"
"cell3114","CD14+ Monocytes","ctrl107.A","A"
"cell3115","CD14+ Monocytes","ctrl101.B","B"
"cell3116","CD14+ Monocytes","ctrl101.A","A"
"cell3117","CD14+ Monocytes","ctrl101.A","A"
"cell3118","CD4 T cells","ctrl101.A","A"
"cell3119","CD14+ Monocytes","ctrl101.B","B"
"cell3120","CD4 T cells","ctrl101.A","A"
"cell3121","CD14+ Monocytes","ctrl101.A","A"
"cell3122","CD4 T cells","ctrl101.A","A"
"cell3123","CD14+ Monocytes","ctrl101.A","A"
"cell3124","CD4 T cells","ctrl101.A","A"
"cell3125","CD4 T cells","ctrl101.A","A"
"cell3126","CD14+ Monocytes","ctrl101.A","A"
"cell3127","CD14+ Monocytes","ctrl107.B","B"
"cell3128","CD4 T cells","ctrl101.A","A"
"cell3129","CD4 T cells","ctrl101.A","A"
"cell3130","CD14+ Monocytes","ctrl107.A","A"
"cell3131","CD4 T cells","ctrl101.A","A"
"cell3132","CD4 T cells","ctrl101.A","A"
"cell3133","CD14+ Monocytes","ctrl101.A","A"
"cell3134","CD4 T cells","ctrl101.A","A"
"cell3135","CD14+ Monocytes","ctrl101.A","A"
"cell3136","CD4 T cells","ctrl101.A","A"
"cell3137","CD4 T cells","ctrl101.A","A"
"cell3138","CD4 T cells","ctrl101.A","A"
"cell3139","CD4 T cells","ctrl101.A","A"
"cell3140","CD4 T cells","ctrl101.A","A"
"cell3141","CD14+ Monocytes","ctrl101.A","A"
"cell3142","CD4 T cells","ctrl101.A","A"
"cell3143","CD14+ Monocytes","ctrl101.A","A"
"cell3144","CD14+ Monocytes","ctrl101.A","A"
"cell3145","CD14+ Monocytes","ctrl101.A","A"
"cell3146","CD4 T cells","ctrl101.A","A"
"cell3147","CD4 T cells","ctrl101.A","A"
"cell3148","CD14+ Monocytes","ctrl101.A","A"
